zipcode,DealerName,Address,Link,city,state,county_name,Latitude,Longitude,IV_link
22906,Colonial Nissan,"200 MYERS DR, CHARLOTTESVILLE, VA 22906",http://www.colonialnissan.net,Charlottesville,VA,Charlottesville city,NA,NA,http://www.mycolonialnissan.com/Inventory/?cid=2
23111,Sheehy Nissan Of Mechanicsville,"6564 MECHANICSVILLE PIKE, MECHANICSVILLE, VA 23111",http://www.sheehymechanicsvillenissan.com,Mechanicsville,VA,Hanover County,NA,NA,http://www.sheehymechanicsvillenissan.com/new-inventory/index.htm
23113,Pence Nissan,"11841 MIDLOTHIAN TURNPIKE, MIDLOTHIAN, VA 23113",http://www.pencerichmondnissandealer.com,Midlothian,VA,Chesterfield County,NA,NA,http://www.pencerichmondnissandealer.com/new-inventory/index.htm
23188,Priority Nissan Williamsburg,"6390 RICHMOND RD, WILLIAMSBURG, VA 23188",http://www.prioritynissanwilliamsburg.com,Williamsburg,VA,James City County,NA,NA,http://www.prioritynissanwilliamsburg.com/new-inventory/index.htm
23233,Nissan Of Richmond,"11401 WEST BROAD STREET, RICHMOND, VA 23233",http://www.shopnissanofrichmond.com,Richmond,VA,Henrico County,NA,NA,http://www.shopnissanofrichmond.com/new-inventory/
23320,Nissan Of Chesapeake,"930 BATTLEFIELD BLVD N, CHESAPEAKE, VA 23320",http://www.nissanofchesapeake.com,Chesapeake,VA,Chesapeake city,NA,NA,http://www.nissanofchesapeake.com/new-inventory/
23321,Hall Nissan Chesapeake,"3417 WESTERN BRANCH BLVD, CHESAPEAKE, VA 23321",http://www.hallnissanofchesapeake.net/,Chesapeake,VA,Chesapeake city,NA,NA,http://www.hallnissanofchesapeake.com/new-cars/sort-price-asc/pricefield-internetprice/
23452,Hall Nissan Virginia Beach,"3757 BONNEY RD, VIRGINIA BEACH, VA 23452",http://www.hallnissanofvirginiabeach.net/,Virginia Beach,VA,Virginia Beach city,NA,NA,http://www.hallnissanofvirginiabeach.com/new-cars/sort-price-asc/pricefield-internetprice/
23502,Nissan Of Norfolk,"1250 N. MILITARY HWY, NORFOLK, VA 23502",http://www.NissanofNorfolk.com,Norfolk,VA,Norfolk city,NA,NA,http://www.nissanofnorfolk.com/new-inventory/
23608,Priority Nissan Newport News,"12925 JEFFERSON AVENUE, NEWPORT NEWS, VA 23608",http://www.prioritynissannewportnews.com,Newport News,VA,Newport News city,NA,NA,http://www.prioritynissannewportnews.com/new-inventory/index.htm
23666,Pomoco Nissan Of Hampton,"1134 W MERCURY BLVD, HAMPTON, VA 23666",http://www.pomoconissan.com/,Hampton,VA,Hampton city,NA,NA,http://www.pomoconissan.com/new-inventory/
23831,Priority Nissan Richmond,"16301 PRIORITY WAY, CHESTER, VA 23831",http://www.prioritynissanrichmond.com,Chester,VA,Chesterfield County,NA,NA,http://www.prioritynissanrichmond.com/searchnew.aspx
24019,First Team Nissan,"6520 PETERS CREEK RD, ROANOKE, VA 24019",http://firstteamnissan.com/,Roanoke,VA,Roanoke County,NA,NA,http://www.firstteamnissan.com/commercial-new-inventory/index.htm
24073,New River Nissan,"2130 N FRANKLIN ST, CHRISTIANSBURG, VA 24073",http://newrivernissan.com/,Christiansburg,VA,Montgomery County,NA,NA,http://www.newrivernissan.com/New-Inventory
24148,Jim Mills Nissan,"4760 GREENSBORO RD, RIDGEWAY, VA 24148",http://www.jimmills-nissan.com,Ridgeway,VA,Henry County,NA,NA,http://jimmillsnissan.com/Inventory/?cid=2
24382,Blue Ridge Nissan,"1405 E MAIN ST, WYTHEVILLE, VA 24382",http://www.blueridgenissan.com,Wytheville,VA,Wythe County,NA,NA,http://www.blueridgenissan.com/searchnew.aspx
24401,Valley Nissan Of Staunton,"297 LEE JACKSON HWY, STAUNTON, VA 24401",http://www.valleynissanofstaunton.com,Staunton,VA,Staunton city,NA,NA,http://www.myvalleynissan.com/Inventory/?cid=2
24426,Covington Nissan,"1915 HOT SPRINGS RD, COVINGTON, VA 24426",http://www.covingtonnissan.com,Covington,VA,Alleghany County,NA,NA,http://www.covingtonnissan.com/new-inventory/index.htm
24540,Robert Woodall Nissan,"132 UNION ST BRIDGE RD, DANVILLE, VA 24540",http://www.woodallnissan.com/,Danville,VA,Danville city,NA,NA,http://www.woodallnissan.com/VehicleSearchResults?search=new
24551,Lynchburg Nissan,"18588 FOREST RD, FOREST, VA 24551",http://www.lynchburgnissan.com/,Forest,VA,Bedford County,NA,NA,http://www.lynchburgnissan.com/new-inventory/
24701,Cole Nissan,"RT 460 GREEN VALLEY, BLUEFIELD, WV 24701",http://www.colenissan.com/,Bluefield,WV,Mercer County,NA,NA,http://www.colenissan.com/Inventory/?cid=2
25177,Love Nissan,"300 MACCORKLE AVE, SAINT ALBANS, WV 25177",http://www.lovenissanwv.com/,Saint Albans,WV,Kanawha County,NA,NA,http://www.lovenissanwv.com/VehicleSearchResults?search=new
25705,Moses Nissan,"5200 US ROUTE 60 E, HUNTINGTON, WV 25705",http://www.moses-nissan.com/,Huntington,WV,Cabell County,NA,NA,http://www.moses-nissan.com/searchnew.aspx
25801,Lewis Nissan,"1 PLAZA CENTER, BECKLEY, WV 25801",http://www.lewisnissan.com/,Beckley,WV,Raleigh County,NA,NA,http://www.lewisnissan.com/New-Inventory.aspx
26059,Straub Nissan,"205 STRAUB DRIVE, TRIADELPHIA, WV 26059",http://www.straubnissan.com/,Triadelphia,WV,Ohio County,NA,NA,http://www.straubnissan.com/new-inventory/index.htm
26102,Wharton Nissan,"1237 7TH STREET, PARKERSBURG, WV 26102",http://www.whartonnissan.com,Parkersburg,WV,Wood County,NA,NA,http://www.whartonnissan.com/inventory
26302,Harry Green Chevrolet,"1858 E PIKE STREET, CLARKSBURG, WV 26302",http://www.harrygreennissan.us/,Clarksburg,WV,Harrison County,NA,NA,http://harrygreennissan.com/Clarksburg-WV/For-Sale/New/?SortIndex=29
26505,John Howard Nissan,"1733 MILEGROUND ROAD, MORGANTOWN, WV 26505",http://www.johnhowardnissan.com/,Morgantown,WV,Monongalia County,NA,NA,http://www.johnhowardnissan.com/new-inventory/index.htm
27030,Simmons Nissan,"1994 ROCKFORD ST, MOUNT AIRY, NC 27030",http://www.simmonsnissan.com/,Mount Airy,NC,Surry County,NA,NA,http://www.simmonsnissan.com/new-cars/
27203,Asheboro Nissan,"1635 E DIXIE DR, ASHEBORO, NC 27203",http://www.asheboronissan.com,Asheboro,NC,Randolph County,NA,NA,http://www.asheboronissan.com/search/?new=1
27215,Carolina Nissan,"1329 HUFFMAN MILL RD, BURLINGTON, NC 27215",http://www.carolinanissan.com/,Burlington,NC,Alamance County,NA,NA,http://www.carolinanissan.com/VehicleSearchResults?search=new
27260,Vann York's High Point Nissan,"1810 S MAIN ST, HIGH POINT, NC 27260",http://www.highpointnissan.com/,High Point,NC,Guilford County,NA,NA,http://highpointnissan.com/New-Inventory
27320,Reidsville Nissan,"1123 FREEWAY DRIVE, REIDSVILLE, NC 27320",http://www.reidsvillenissan.com/,Reidsville,NC,Rockingham County,NA,NA,http://www.reidsvillenissan.com/new-inventory/index.htm
27332,Crossroads Nissan,"3305 NC HIGHWAY 87 SOUTH, SANFORD, NC 27332",http://www.crossroads-nissan.com/sanford,Sanford,NC,Lee County,NA,NA,http://inventory.nissanofsanford.com/CrossroadsNissanofSanford/browse/type_new/view_detailed/make_nissan/
27407,Crown Nissan,"3900 W WENDOVER AVE, GREENSBORO, NC 27407",http://nissanofgreensboro.com/,Greensboro,NC,Guilford County,NA,NA,http://www.nissanofgreensboro.com/new-inventory/index.htm
27511,Leith Nissan,"2000 AUTO PARK BLVD, CARY, NC 27511",http://LEITHNISSAN.COM,Cary,NC,Wake County,NA,NA,http://www.leithnissan.com/new-inventory
27530,Deacon Jones Nissan,"1220 W GRANTHAM ST, GOLDSBORO, NC 27530",http://www.deaconjonesnissan.com,Goldsboro,NC,Wayne County,NA,NA,http://www.deaconjonesnissan.com/newvehicles
27587,Crossroads Nissan Of Wake Forest,"11120 CAPITAL BLVD, WAKE FOREST, NC 27587",http://www.crossroads-nissan.com/Wake_Forest/index.html,Wake Forest,NC,Wake County,NA,NA,http://inventory.crossroadsnissanwf.com/crossroadsnissanwakeforest/browse/type_new/view_detailed/make_nissan/
27608,Fred Anderson Nissan Of Raleigh,"2421 WAKE FOREST RD, RALEIGH, NC 27608",http://nissanofraleigh.com,Raleigh,NC,Wake County,NA,NA,http://www.nissanofraleigh.com/new-inventory/index.htm
27707,Michael Jordan Nissan,"3930 CHAPEL HILL BLVD, DURHAM, NC 27707",http://www.michaeljordannissan.com/,Durham,NC,Durham County,NA,NA,http://www.michaeljordannissan.com/new-inventory/index.htm
27804,Gabe Rowe Nissan,"851 N WESLEYAN BLVD, ROCKY MOUNT, NC 27804",http://gaberowenissan.com/,Rocky Mount,NC,Nash County,NA,NA,http://gaberowenissan.com/New-Inventory.aspx
27834,Greenville Nissan,"991 GREENVILLE BLVD SW, GREENVILLE, NC 27834",http://www.greenvillenissan.com/,Greenville,NC,Pitt County,NA,NA,http://www.greenvillenissan.com/VehicleSearchResults?search=new
27870,Nissan Of Roanoke Rapids,"407 PREMIER DR, ROANOKE RAPIDS, NC 27870",http://www.nissanofrr.com,Roanoke Rapids,NC,Halifax County,NA,NA,http://www.nissanofrr.com/new-inventory/index.htm
27896,Lee Nissan,"4170 RALEIGH RD PKWY WEST, WILSON, NC 27896",http://www.leenissan.com/,Wilson,NC,Wilson County,NA,NA,http://www.leenissan.com/new-inventory/index.htm
27909,Alliance Nissan,"1712 N ROAD ST, ELIZABETH CITY, NC 27909",http://www.alliancenissan.com/,Elizabeth City,NC,Pasquotank County,NA,NA,http://www.alliancenissan.com/searchnew.aspx
28027,Modern Nissan Of Concord,"967 CONCORD PKWY S, CONCORD, NC 28027",http://www.modernnissanofconcord.com/,Concord,NC,Cabarrus County,NA,NA,http://www.modernnissanofconcord.com/new-cars/
28031,Modern Nissan Of Lake Norman,"18615 STATESVILLE RD, CORNELIUS, NC 28031",http://www.modernnissanoflakenorman.com/,Cornelius,NC,Mecklenburg County,NA,NA,http://www.modernnissanoflakenorman.com/new-cars/
28043,Friendship Nissan Of Forest City,"156 OAK STREET EXTENSION, FOREST CITY, NC 28043",http://www.friendshipnissan.com/,Forest City,NC,Rutherford County,NA,NA,http://www.friendshipnissan.com/newvehicles
28054,Gastonia Nissan,"2275 E FRANKLIN BLVD, GASTONIA, NC 28054",http://www.mygastonianissan.com,Gastonia,NC,Gaston County,NA,NA,http://www.mygastonianissan.com/new-inventory/index.htm
28110,Monroe Nissan,"5510 WEST HWY 74, INDIAN TRAIL, NC 28110",http://www.monroenissan.com,Monroe,NC,Union County,NA,NA,http://www.monroenissan.com/searchnew.aspx
28147,Ben Mynatt Nissan,"629 JAKE ALEXANDER BLVD S, SALISBURY, NC 28147",http://www.benmynattnissan.com,Salisbury,NC,Rowan County,NA,NA,http://www.benmynattnissan.com/new-inventory
28152,Marburger Nissan,"1308 E DIXON BLVD, SHELBY, NC 28152",http://www.marburgernissan.com,Shelby,NC,Cleveland County,NA,NA,http://www.marburgernissan.com/new-inventory/index.htm
28227,East Charlotte Nissan,"6901 E INDEPENDENCE BLVD, CHARLOTTE, NC 28227",http://www.eastcharlottenissan.com/,Charlotte,NC,Mecklenburg County,NA,NA,http://www.eastcharlottenissan.com/searchnew.aspx
28273,Scott Clark Nissan,"9215 SOUTH BLVD, CHARLOTTE, NC 28273",http://www.scottclarknissan.com,Charlotte,NC,Mecklenburg County,NA,NA,http://www.scottclarknissan.com/searchnew.aspx
28304,Fred Anderson Nissan Of Fayetteville,"4559 RAEFORD ROAD, FAYETTEVILLE, NC 28304",http://www.fredandersonnissan.com,Fayetteville,NC,Cumberland County,NA,NA,http://www.fayettevillenissan.com/new-nissan-fayetteville-nc
28328,Nissan Of Clinton,"412 SOUTHEAST BLVD, CLINTON, NC 28328",http://www.vesternissan.com/,Clinton,NC,Sampson County,NA,NA,http://www.vesternissan.com/inventory/newsearch/New/
28358,Terry Chapin Nissan,"1949 ROBERTS AVE, LUMBERTON, NC 28358",http://www.chapinnissan.com,Lumberton,NC,Robeson County,NA,NA,http://www.chapinnissan.com/inventory/newsearch/New/
28379,Griffin Nissan,"1780 E. BROAD AVE, ROCKINGHAM, NC 28379",http://www.griffinnissan.com/,Rockingham,NC,Richmond County,NA,NA,http://www.griffinnissan.com/inventory/view/new/
28387,Pinehurst Nissan,"10910 S US HWY 15-501, SOUTHERN PINES, NC 28387",http://www.pinehurstnissanonline.com/,Southern Pines,NC,Moore County,NA,NA,http://www.pinehurstnissanonline.com/newinventory.aspx
28405,Capital Nissan Of Wilmington,"5501 MARKET ST, WILMINGTON, NC 28405",http://www.capitalnissan.com,Wilmington,NC,New Hanover County,NA,NA,http://www.capitalnissan.com/newvehicles
28541,Don Williamson Nissan,"310 WESTERN BLVD, JACKSONVILLE, NC 28541",http://www.dwnissan.com/,Jacksonville,NC,Onslow County,NA,NA,http://www.dwnissan.com/inventory/view/New/
28560,Eastern Carolina Nissan,"3315 HIGHWAY 70 E, NEW BERN, NC 28560",http://www.ecnissan.com/,New Bern,NC,Craven County,NA,NA,http://www.ecnissan.com/new.cfm
28602,Crossroads Nissan/Hickory,"840 US HIGHWAY 70 SE, HICKORY, NC 28602",http://www.crossroads-nissan.com/hickory/,Hickory,NC,Catawba County,NA,NA,http://inventory.nissanofhickory.com/CrossroadsNissanofHickory/browse/type_new/view_detailed/make_nissan/
28607,Everett Nissan,"135 INNOVATION DRIVE, BOONE, NC 28607",http://boonenissan.com,Boone,NC,Watauga County,NA,NA,http://www.boonenissan.com/Inventory/view/Body/Van/New/
28677,Classic Nissan Of Statesville,"1244 E GARNER BAGNAL BLVD, STATESVILLE, NC 28677",http://www.classicnissanstatesville.com,Statesville,NC,Iredell County,NA,NA,http://www.classicnissanstatesville.com/New-Vehicles-Specials.cfm
28697,Mcneill Nissan Of Wilkesboro,"1933 US HIGHWAY 421B, WILKESBORO, NC 28697",http://MCNEILLNISSAN.COM,Wilkesboro,NC,Wilkes County,NA,NA,http://www.mcneillnissan.com/new-nissan-wilkesboro-nc
28792,Hunter Nissan,"1340 SPARTANBURG HWY, HENDERSONVILLE, NC 28792",http://www.hunternissan.com/,Hendersonville,NC,Henderson County,NA,NA,http://www.hunternissan.com/new-inventory/index.htm
28806,Fred Anderson Nissan Of Asheville,"629 BREVARD ROAD, ASHEVILLE, NC 28806",http://www.anderson-nissan.com,Asheville,NC,Buncombe County,NA,NA,http://www.anderson-nissan.com/VehicleSearchResults?search=new
29072,Dick Smith Nissan,"5536 SUNSET BLVD, LEXINGTON, SC 29072",http://lexington.dicksmithnissan.net,Lexington,SC,Lexington County,NA,NA,NA
29118,Nissan Of Orangeburg,"2827 ST. MATTHEWS RD., ORANGEBURG, SC 29118",http://orangeburgnissan.com/,Orangeburg,SC,Orangeburg County,NA,NA,http://orangeburgnissan.com/new/cars/orangeburg-sc
29150,Jones Nissan,"1260 BROAD ST, SUMTER, SC 29150",http://www.jonesnissan.com,Sumter,SC,Sumter County,NA,NA,http://www.jonesnissan.com/search/new/tp/
29210,Dick Smith Nissan,"3670 FERNANDINA RD, COLUMBIA, SC 29210",http://standrews.dicksmithnissan.net,Columbia,SC,Richland County,NA,NA,NA
29210,Dick Smith Nissan,"3670 FERNANDINA RD, COLUMBIA, SC 29210",http://columbia.dicksmithnissan.net,Columbia,SC,Richland County,NA,NA,NA
29303,Benson Cadillac-Nissan,"I-585 AT U.S. 221, SPARTANBURG, SC 29303",http://bensonnissan.com,Spartanburg,SC,Spartanburg County,NA,NA,http://www.bensonnissan.com/searchnew.aspx
29406,Hudson Nissan,"7331 RIVERS AVE, NORTH CHARLESTON, SC 29406",http://www.myhudsonnissan.com/,Charleston,SC,Charleston County,NA,NA,http://www.myhudsonnissan.com/new-inventory/index.htm
29407,Morris Motors,"1714 SAVANNAH HWY, CHARLESTON, SC 29407",http://www.morrisnissan.com/,Charleston,SC,Charleston County,NA,NA,http://www.morrisnissan.com/searchnew.aspx
29501,Five Star Nissan Of Florence,"2185 W EVANS ST, FLORENCE, SC 29501",http://www.fivestarnissanofflorence.com,Florence,SC,Florence County,NA,NA,http://www.fivestarnissanofflorence.com/new-inventory/index.htm
29579,Grand Strand Nissan,"4701 HIGHWAY 501, MYRTLE BEACH, SC 29579",http://www.grandstrandnissan.com/,Myrtle Beach,SC,Horry County,NA,NA,http://www.grandstrandnissan.com/new-vehicles/
29585,Coastal Nissan,"8519 OCEAN HWY, PAWLEYS ISLAND, SC 29585",http://www.mycoastalnissan.com,Pawleys Island,SC,Georgetown County,NA,NA,http://www.mycoastalnissan.com/new-inventory
29607,Crown Nissan Greenville,"2712 LAURENS RD, GREENVILLE, SC 29607",http://www.crowngreenvillenissan.com/index.htm,Greenville,SC,Greenville County,NA,NA,http://www.crowngreenvillenissan.com/new-inventory/index.htm
29621,Piedmont Nissan,"3510 CLEMSON BLVD, ANDERSON, SC 29621",http://www.piedmontnissan.com/,Anderson,SC,Anderson County,NA,NA,http://www.piedmontnissan.com/new-inventory/index.htm
29640,Benson Nissan,"4676 CALHOUN MEMORIAL HWY, EASLEY, SC 29640",http://www.nissaneasley.com/,Easley,SC,Pickens County,NA,NA,http://www.nissaneasley.com/new-inventory/index.htm
29646,Quality Nissan Of Greenwood,"1724 MONTAGUE AVE EXT, GREENWOOD, SC 29646",http://www.qualitynissansc.com/,Greenwood,SC,Greenwood County,NA,NA,http://www.qualitynissansc.com/new-inventory/index.htm
29651,Nissan Of Greer,"14125 E WADE HAMPTON BLVD, GREER, SC 29651",http://www.nissangreer.com/,Greer,SC,Spartanburg County,NA,NA,http://www.nissangreer.com/searchnew.aspx
29730,Harrelson Nis So Carolina,"550 GALLERIA BLVD, ROCK HILL, SC 29730",http://www.harrelsonnissan.com/,Rock Hill,SC,York County,NA,NA,http://www.harrelsonnissan.com/searchnew.aspx
29842,Bob Richards Nissan,"5590 JEFFERSON DAVIS HWY, BEECH ISLAND, SC 29842",http://bobrichardsnissan.com,Beech Island,SC,Aiken County,NA,NA,http://bobrichardsnissan.com/New_Inventory
29927,Vaden Nissan Of Hilton Head,"84 AUTO MALL BLVD, HARDEEVILLE, SC 29927",http://www.vadennissanofhiltonhead.com,Hardeeville,SC,Jasper County,NA,NA,http://www.vadennissanofhiltonhead.com/search/new/tp/
30033,Nalley Nissan,"1625 CHURCH ST, DECATUR, GA 30033",http://www.nalleynissan.com/,Decatur,GA,DeKalb County,NA,NA,https://www.nalleynissan.com/new-inventory/index.htm
30047,Stone Mountain Nissan,"4275 HWY 78, LILBURN, GA 30047",http://www.stonemountainnissan.com/,Lilburn,GA,Gwinnett County,NA,NA,http://www.stonemountainnissan.com/searchnew.aspx
30060,Autonation Nissan Marietta,"925 COBB PARKWAY SE, MARIETTA, GA 30060",http://www.teamnissanmarietta.com/,Marietta,GA,Cobb County,NA,NA,http://www.teamnissanmarietta.com/new-inventory/
30076,Regal Nissan,"1090 HOLCOMB BRIDGE RD, ROSWELL, GA 30076",http://www.regalauto.com/,Roswell,GA,Fulton County,NA,NA,http://www.regalauto.com/searchnew.aspx
30094,Conyers Nissan,"1420 IRIS DR, CONYERS, GA 30094",http://www.conyersnissan.com/,Conyers,GA,Rockdale County,NA,NA,http://www.conyersnissan.com/searchnew.aspx
30096,Gwinnett Place Nissan,"2555 PLEASANT HILL RD, DULUTH, GA 30096",http://www.gwinnettplacenissan.com/,Duluth,GA,Gwinnett County,NA,NA,https://www.gwinnettplacenissan.com/new-inventory/index.htm
30117,Scott Evans Nissan,"725 BANKHEAD HWY, CARROLLTON, GA 30117",http://scottevansnissanusa.com,Carrollton,GA,Carroll County,NA,NA,http://www.scottevansnissanusa.com/new-inventory/
30122,Autonation Nissan Thornton,"811 THORNTON RD, LITHIA SPRINGS, GA 30122",http://www.teamnissanlithiasprings.com/,Lithia Springs,GA,Douglas County,NA,NA,http://www.teamnissanlithiasprings.com/new-inventory/
30144,Town Center Nissan,"2310 BARRETT LAKES BLVD N, KENNESAW, GA 30144",http://www.towncenternissan.com,Kennesaw,GA,Cobb County,NA,NA,http://www.towncenternissan.com/new-inventory/
30165,Heritage Nissan,"1500 VETERANS MEM HWY, ROME, GA 30165",http://romenissan.com/,Rome,GA,Floyd County,NA,NA,http://www.romenissan.com/new-nissan-rome-ga
30223,Cronic Nissan,"2624 N EXPRESSWAY, GRIFFIN, GA 30223",http://cronicnissan.net/,Griffin,GA,Spalding County,NA,NA,http://cronicnissan.net/new-inventory.aspx
30241,Nissan Of Lagrange,"224 COMMERCE AVE, LAGRANGE, GA 30241",http://www.nissanoflagrange.com,Lagrange,GA,Troup County,NA,NA,http://www.nissanoflagrange.com/VehicleSearchResults?search=new
30253,Mcdonough Nissan,"1775 AVALON PARKWAY, MCDONOUGH, GA 30253",http://www.mcdonoughnissan.com,Mcdonough,GA,Henry County,NA,NA,http://www.mcdonoughnissan.com/searchnew.aspx
30260,Nissan South,"6889 JONESBORO RD, MORROW, GA 30260",http://nissansouthmorrow.com/,Morrow,GA,Clayton County,NA,NA,http://www.nissansouthmorrow.com/searchnew.aspx
30265,Nissan Of Newnan,"783 BULLSBORO DR., NEWNAN, GA 30265",http://nissanofnewnan.com,Newnan,GA,Coweta County,NA,NA,http://www.nissanofnewnan.com/searchnew.aspx
30291,Nissan South Union City,"4080 JONESBORO RD, UNION CITY, GA 30291",http://www.nissanofunioncity.com/,Union City,GA,Fulton County,NA,NA,http://www.nissanofunioncity.com/searchnew.aspx
30341,Nalley Nissan Of Atlanta,"5211 PEACHTREE INDUST BLD, CHAMBLEE, GA 30341",http://www.nalleynissanofatlanta.com,Atlanta,GA,DeKalb County,NA,NA,https://www.nalleynissanofatlanta.com/new-inventory/index.htm
30458,Vaden Nissan Of Statesboro,"686 BRANNEN STREET, STATESBORO, GA 30458",http://www.vadennissanofstatesboro.com,Statesboro,GA,Bulloch County,NA,NA,http://www.vadennissanofstatesboro.com/new-inventory/index.htm
30474,Woody Folsom Nissan,"1609 EAST 1ST STREET, VIDALIA, GA 30474",http://www.nissanofvidalia.com/,Vidalia,GA,Toombs County,NA,NA,http://www.nissanofvidalia.com/new-inventory/index.htm
30504,Carriage Nissan,"2400 BROWNS BRIDGE RD, GAINESVILLE, GA 30504",http://www.carriagenissan.com/,Gainesville,GA,Hall County,NA,NA,http://www.carriagenissan.com/new-vehicles/
30519,Sutherlin Nissan Mall/Ga,"1855 LUKE KING PKWY, BUFORD, GA 30519",http://www.sutherlinnissanmallofga.com/,Buford,GA,Gwinnett County,NA,NA,http://www.sutherlinnissanmallofga.com/inventory.cfm?type=new&make=Nissan
30606,Nissan Of Athens,"4735 ATLANTA HIGHWAY, BOGART, GA 30606",http://www.nissanofathens.com,Athens,GA,Clarke County,NA,NA,http://www.nissanofathens.com/searchnew.aspx
30721,Pye Nissan,"2801 E WALNUT AVE, DALTON, GA 30721",http://www.pyenissan.com/,Dalton,GA,Whitfield County,NA,NA,http://www.pyenissan.com/new-inventory/index.htm
30907,Sunbelt Nissan,"3300 WASHINGTON RD, AUGUSTA, GA 30907",http://www.sunbeltnissan.com/,Augusta,GA,Columbia County,NA,NA,http://www.sunbeltnissan.com/search/new/tp/
31021,Dublin Nissan,"2046 VETERANS BLVD, DUBLIN, GA 31021",http://www.dublinauto.com,Dublin,GA,Laurens County,NA,NA,http://mydublinnissan.com/inventory/view/New/Make/Nissan/
31061,Childre Nissan,"126 ROBERSON MILL ROAD, MILLEDGEVILLE, GA 31061",http://www.childrenissan.com,Milledgeville,GA,Baldwin County,NA,NA,http://www.childrenissan.com/inventory/new
31088,Five Star Nissan,"839 WARREN DR, WARNER ROBINS, GA 31088",http://www.fivestarnissan.com/,Warner Robins,GA,Houston County,NA,NA,http://www.fivestarnissan.com/new-inventory/index.htm
31206,Butler Nissan,"2066 EISENHOWER PKWY, MACON, GA 31206",http://www.ButlerNissanofMacon.com,Macon,GA,Bibb County,NA,NA,http://www.butlernissanofmacon.com/new-inventory/
31313,Vaden Nissan Of Hinesville,"1009 E OGLETHORPE HWY, FLEMINGTON, GA 31313",http://www.vadennissanofhinesville.com/,Hinesville,GA,Liberty County,NA,NA,http://www.vadennissanofhinesville.com/new-inventory/index.htm
31408,Grainger Nissan,"1550 CHATHAM PARKWAY, GARDEN CITY, GA 31408",http://www.graingernissan.com,Savannah,GA,Chatham County,NA,NA,http://www.graingernissan.com/mobi/searchnew.aspx
31419,Vaden Nissan,"10421 ABERCORN ST, SAVANNAH, GA 31419",http://www.vadennissan.com/,Savannah,GA,Chatham County,NA,NA,http://www.vadennissan.com/new-inventory/index.htm
31503,Crosby Nissan Sales,"2715 MEMORIAL DR, WAYCROSS, GA 31503",http://www.crosbynissan.com,Waycross,GA,Ware County,NA,NA,http://www.crosbynissan.com/new-inventory
31525,Jenkins Nissan Of Brunswick,"231 CHAPEL CROSSING ROAD, BRUNSWICK, GA 31525",http://JENKINSNISSANOFBRUNSWICK.COM,Brunswick,GA,Glynn County,NA,NA,http://www.jenkinsnissanofbrunswick.com/new-vehicles/
31605,Griner Nissan,"3715 INNER PERIMETER RD, VALDOSTA, GA 31605",http://www.grinernissan.com/,Valdosta,GA,Lowndes County,NA,NA,http://grinernissan.com/inventory/view/New/
31705,Five Star Nissan Of Albany,"1100 EAST OGLETHORPE BLVD, ALBANY, GA 31705",http://www.nissanofalbany.com,Albany,GA,Dougherty County,NA,NA,http://www.nissanofalbany.com/new-inventory/index.htm
31792,Flowers Nissan,"1630 E JACKSON STREET, THOMASVILLE, GA 31792",http://www.flowersnissan.com/,Thomasville,GA,Thomas County,NA,NA,http://www.flowersnissan.com/search/new/tp/
31794,Tenneson Nissan,"535 OLD OMEGA RD, TIFTON, GA 31794",http://www.tennesonnissan.com,Tifton,GA,Tift County,NA,NA,http://www.tennesonnissan.com/inventory
31904,Headquarter Nissan Of Columbus,"1725 WHITTLESEY ROAD, COLUMBUS, GA 31904",http://www.headquarternissan.com,Columbus,GA,Muscogee County,NA,NA,http://www.headquarternissan.com/searchnew.aspx
32055,Rountree-Moore Nissan,"4316 WEST US 90, LAKE CITY, FL 32055",http://www.rountreemoorenissan.com/,Lake City,FL,Columbia County,NA,NA,http://www.rountreemoorenissan.com/VehicleSearchResults?search=new
32086,Nissan Of St Augustine,"2755 US 1 SOUTH, ST. AUGUSTINE, FL 32086",http://www.nissanofsaintaugustine.com,Saint Augustine,FL,St. Johns County,NA,NA,http://www.nissanofsaintaugustine.com/inventory/view/New/
32124,Daytona Nissan,"950 N TOMOKA FARMS RD, DAYTONA BEACH, FL 32124",http://www.daytonanissan.com/,Daytona Beach,FL,Volusia County,NA,NA,http://www.daytonanissan.com/searchnew.aspx
32177,Beck Nissan,"252 N HIGHWAY 17, PALATKA, FL 32177",http://www.becknissan.com,Palatka,FL,Putnam County,NA,NA,http://www.becknissan.com/new-inventory/index.htm
32210,Westside Nissan,"1726 CASSAT AVE, JACKSONVILLE, FL 32210",http://westsidenissan.com,Jacksonville,FL,Duval County,NA,NA,http://www.westsidenissan.com/new-inventory/index.htm
32225,Coggin Nissan,"10600 ATLANTIC BLVD, JACKSONVILLE, FL 32225",http://cogginnissanonatlantic.com/,Jacksonville,FL,Duval County,NA,NA,http://cogginnissanonatlantic.com/new-inventory/
32244,Autonation Nissan Orange Park,"7447 BLANDING BLVD, JACKSONVILLE, FL 32244",http://www.mikeshadnissanorangepark.com/,Jacksonville,FL,Duval County,NA,NA,http://www.mikeshadnissanorangepark.com/new-inventory/
32256,Coggin Nissan At The Avenues,"10859 PHILIPS HWY, JACKSONVILLE, FL 32256",http://nissanattheavenues.com/,Jacksonville,FL,Duval County,NA,NA,http://www.nissanattheavenues.com/new-inventory/index.htm
