zipcode,DealerName,Address,Link,city,state,county_name,Latitude,IV_link,Longitude
80923,Larry H. Miller Liberty Toyota Scion Colorado Springs,"5115 New Car Drive, Colorado Springs, Colorado 80923",http://www.libertytoyotascion.com,Colorado Springs,CO,El Paso County,NA,NA,NA
81008,"Pueblo Toyota, Inc.","2220 US Highway 50 West, Pueblo, Colorado 81008",http://www.pueblotoyota.com,Pueblo,CO,Pueblo County,NA,http://www.pueblotoyota.com/searchnew.aspx,NA
81082,Phil Long Toyota,"13840 Hwy 350, Trinidad, Colorado 81082",http://www.phillongtoyota.com,Trinidad,CO,Las Animas County,NA,http://www.phillongtoyota.com/VehicleSearchResults?search=new,NA
81301,Durango Toyota,"1200 Carbon Junction, Durango, Colorado 81301",http://www.DurangoToyota.com,Durango,CO,La Plata County,NA,http://www.durangotoyota.com/new-inventory/,NA
81401,"Turner Toyota, Inc.","2262 East Main Street, Montrose, Colorado 81401",http://www.turnertoyota.com,Montrose,CO,Montrose County,NA,http://www.turnertoyota.com/inventory/view/New/,NA
81416,"Hellman Toyota, Inc.","750 E. Highway 92, Delta, Colorado 81416",http://www.hellmantoyota.com,Delta,CO,Delta County,NA,http://hellmantoyota.com/Delta/For-Sale/New/,NA
81505,Western Slope Toyota,"2264 Highway 6 & 50, Grand Junction, Colorado 81505",http://www.westernslopetoyota.com,Grand Junction,CO,Mesa County,NA,http://mobile.westernslopetoyota.com/new-cars-grand-junction-co,NA
81601,Bighorn Toyota,"130 Center Drive, Glenwood Springs, Colorado 81601",http://www.bighorntoyota.com,Glenwood Springs,CO,Garfield County,NA,http://www.bighorntoyota.com/searchnew.aspx,NA
82001,"Spradley Barr Motors Toyota, Inc.","2300 Westland Road, Cheyenne, Wyoming 82001",http://www.Spradleybarrtoyota.com,Cheyenne,WY,Laramie County,NA,http://www.spradleybarrtoyota.com/searchnew.aspx,NA
82070,Ken's Toyota Kars,"2310 Grand Avenue, Laramie, Wyoming 82070",http://www.kenstoyota.com,Laramie,WY,Albany County,NA,http://www.kenstoyota.com/new-vehicles/,NA
82435,Garvin Toyota,"1105 W. Coulter Avenue, Powell, Wyoming 82435",http://www.garvintoyota.com,Powell,WY,Park County,NA,http://www.garvintoyota.com/VehicleSearchResults?search=new,NA
82520,Fremont Toyota,"103 Fremont Way, Lander, Wyoming 82520",http://www.fremonttoyotalander.com,Lander,WY,Fremont County,NA,http://www.fremonttoyotalander.com/VehicleSearchResults?search=new,NA
82609,Foss Motors,"6280 E. 2nd Street, Casper, Wyoming 82609",http://www.fosstoyota.com,Casper,WY,Natrona County,NA,http://www.fosstoyota.com/new-cars/for-sale,NA
82801,Fremont Toyota of Sheridan,"1614 Coffeen Avenue, Sheridan, Wyoming 82801",http://www.fremonttoyotasheridan.com,Sheridan,WY,Sheridan County,NA,http://www.fremonttoyotasheridan.com/VehicleSearchResults?search=new,NA
82901,Rock Springs Toyota,"401 N. Center Street, Rock Springs, Wyoming 82901",http://www.rockspringstoyota.com,Rock Springs,WY,Sweetwater County,NA,http://rockspringstoyota.com/Rock-Springs-WY/For-Sale/New/,NA
83202,Phil Meador Toyota,"1855 Flandro Drive, Pocatello, Idaho 83202",http://www.philmeadortoyota.com,Pocatello,ID,Bannock County,NA,http://www.philmeadortoyota.com/inventory/view/New/,NA
83301,Wills Toyota,"318 Shoshone Street West, Twin Falls, Idaho 83301",http://www.willstoyota.com,Twin Falls,ID,Twin Falls County,NA,http://www.willstoyota.com/inventory/newsearch/New/,NA
83401,Teton Toyota,"2252 West Sunnyside Road, Idaho Falls, Idaho 83401",http://www.tetontoyota.com,Idaho Falls,ID,Bonneville County,NA,http://www.tetontoyota.com/searchnew.aspx,NA
83440,Stone's Town & Country Toyota,"615 S. Yellowstone Hwy., Rexburg, Idaho 83440",http://www.stonestoyota.com,Rexburg,ID,Madison County,NA,http://www.stonestoyota.com/search/new/tp/,NA
83501,Rogers Toyota,"2203 16th Avenue, Lewiston, Idaho 83501",http://www.rogersmotors.com,Lewiston,ID,Nez Perce County,NA,http://www.rogersmotors.com/new-inventory,NA
83687,Tom Scott Toyota,"15933 Idaho Center Blvd, Nampa, Idaho 83687",http://www.tomscottmotors.com,Nampa,ID,Canyon County,NA,http://www.tomscottmotors.com/new-inventory/,NA
83704,Peterson Toyota,"9101 West Fairview Avenue, Boise, Idaho 83704",http://www.petersontoyota.net,Boise,ID,Ada County,NA,http://www.petersontoyota.net/new-inventory/?,NA
83815,Parker Toyota,"470 West Kathleen Avenue, Coeur D'Alene, Idaho 83815",http://www.parkertoyota.com,Coeur D Alene,ID,Kootenai County,NA,http://www.parkertoyota.com/new-inventory/index.htm,NA
84010,Toyota Bountiful,"2380 South Highway 89, Bountiful, Utah 84010",http://www.toyotabountiful.com,Bountiful,UT,Davis County,NA,http://toyotabountiful.com/new-inventory/index.htm,NA
84020,Karl Malone Toyota,"11453 So. Lone Peak Pkwy, Draper, Utah 84020",http://www.malonetoyota.com,Draper,UT,Salt Lake County,NA,http://www.malonetoyota.com/new-inventory/index.htm,NA
84058,Brent Brown Toyota,"1400 South Sandhill Road, Orem, Utah 84058",http://www.brentbrowntoyota.com,Orem,UT,Utah County,NA,NA,NA
84101,Mark Miller Toyota,"730 South West Temple, Salt Lake City, Utah 84101",http://www.markmillertoyota.com,Salt Lake City,UT,Salt Lake County,NA,http://www.markmillertoyota.com/new-inventory/index.htm,NA
84107,Larry H. Miller Toyota Murray,"5650 South State Street, Murray, Utah 84107",http://www.larryhmillertoyota.com,Salt Lake City,UT,Salt Lake County,NA,NA,NA
84341,Young Auto Mall,"1945 North Main Street, Logan, Utah 84341",http://www.youngtoyota.com,Logan,UT,Cache County,NA,http://www.youngtoyota.com/new-inventory/index.htm,NA
84405,Tony Divino Toyota,"777 West Riverdale Road, Riverdale, Utah 84405",http://www.tonydivinotoyota.com,Ogden,UT,Weber County,NA,http://www.tonydivinotoyota.com/new-inventory/index.htm,NA
84770,Stephen Wade Toyota,"150 W. Hilton Drive, St. George, Utah 84770",http://www.stephenwadetoyota.com,Saint George,UT,Washington County,NA,http://www.stephenwadetoyota.com/new-cars,NA
85014,Camelback Toyota,"1550 East Camelback Road, Phoenix, Arizona 85014",http://www.camelbacktoyota.com,Phoenix,AZ,Maricopa County,NA,http://www.camelbacktoyota.com/new-inventory/,NA
85023,Bell Road Toyota,"2020 West Bell Road, Phoenix, Arizona 85023",http://www.bellroadtoyota.com,Phoenix,AZ,Maricopa County,NA,http://www.bellroadtoyota.com/new-vehicles/,NA
85201,Riverview Toyota,"2020 W Riverview Auto Dr, Mesa, Arizona 85201",http://www.riverviewtoyota.com,Mesa,AZ,Maricopa County,NA,http://www.riverviewtoyota.com/new-inventory/index.htm,NA
85206,Earnhardt Toyota/Scion,"6136 East Autoloop Avenue, Mesa, Arizona 85206",http://www.earnhardttoyota.com,Mesa,AZ,Maricopa County,NA,http://www.earnhardttoyota.com/new-inventory/,NA
85260,Right Toyota,"7701 E Frank Lloyd Wright, Scottsdale, Arizona 85260",http://www.righttoyota.com,Scottsdale,AZ,Maricopa County,NA,http://www.righttoyota.com/inventory/new/,NA
85284,AutoNation Toyota Tempe,"7970 South Autoplex Loop, Tempe, Arizona 85284",http://www.autonationtoyotatempe.com,Tempe,AZ,Maricopa County,NA,http://www.autonationtoyotatempe.com/VehicleSearchResults?search=new,NA
85286,Big Two Toyota Scion of Chandler,"1250 S. Gilbert Road, Chandler, Arizona 85286",http://www.bigtwotoyota.com,New River,AZ,Maricopa County,NA,http://www.bigtwotoyota.com/new-inventory/?,NA
85323,Avondale Toyota,"10005 West Papago Frwy., Avondale, Arizona 85323",http://www.avondaletoyota.com,Avondale,AZ,Maricopa County,NA,http://www.avondaletoyota.com/new-inventory/index.htm,NA
85365,Alexander Toyota,"889 E. 32nd Street, Yuma, Arizona 85365",http://www.myalexandertoyota.com,Yuma,AZ,Yuma County,NA,http://myalexandertoyota.com/City-of-Yuma/For-Sale/New/,NA
85382,Larry H. Miller Toyota Peoria,"8633 West Bell Road, Peoria, Arizona 85382",http://www.larrymillertoyota.com,Peoria,AZ,Maricopa County,NA,http://www.larrymillertoyota.com/new-inventory/index.htm,NA
85388,Toyota of Surprise,"13543 N. Auto Show Avenue, Surprise, Arizona 85388",http://www.toyotaofsurprise.com,Surprise,AZ,Maricopa County,NA,http://www.toyotaofsurprise.com/inventory.aspx,NA
85635,Sierra Toyota,"2596 Fry Boulevard, Sierra Vista, Arizona 85635",http://www.sierratoyota-az.com,Sierra Vista,AZ,Cochise County,NA,http://www.sierratoyota-az.com/Sierra-Vista-AZ/For-Sale/New/,NA
85705,Precision Toyota of Tucson,"700 West Wetmore Road, Tucson, Arizona 85705",http://www.pretoy.com,Tucson,AZ,Pima County,NA,http://www.pretoy.com/new-vehicles/,NA
85710,Desert Toyota of Tucson,"7150 East 22nd Street, Tucson, Arizona 85710",http://www.deserttoyota.com,Tucson,AZ,Pima County,NA,http://www.deserttoyota.com/new-inventory/,NA
85901,Hatch Toyota,"1051 North Automall Parkway, Show Low, Arizona 85901",http://www.hatchtoyota.com,Show Low,AZ,Navajo County,NA,http://www.hatchtoyota.com/search/new/tp/s:pr0/,NA
86004,Findlay Toyota Flagstaff,"5030 East Marketplace Dr, Flagstaff, Arizona 86004",http://www.findlaytoyotaflagstaff.net,Flagstaff,AZ,Coconino County,NA,http://www.findlaytoyotaflagstaff.net/searchnew.aspx,NA
86305,Tim's Toyota,"1006 Commerce Drive, Prescott, Arizona 86305",http://www.timstoyota.com,Prescott,AZ,Yavapai County,NA,http://www.timstoyota.com/VehicleSearchResults?search=new,NA
86404,Anderson Toyota,"6510 Showplace Avenue, Lake Havasu City, Arizona 86404",http://www.andersontoyotaaz.com,Lake Havasu City,AZ,Mohave County,NA,http://www.andersontoyotaaz.com/inventory/view/new/,NA
87113,Larry H. Miller American Toyota Albuquerque,"5995 Alameda Blvd. N.E., Albuquerque, New Mexico 87113",http://www.americantoyota.com,Albuquerque,NM,Bernalillo County,NA,http://www.americantoyota.com/new-inventory/index.htm,NA
87123,Larry H. Miller Toyota Albuquerque,"10401 Copper Avenue, N.E., Albuquerque, New Mexico 87123",http://www.toyotaabq.com,Albuquerque,NM,Bernalillo County,NA,http://www.toyotaabq.com/new-inventory/index.htm,NA
87301,Amigo Toyota,"2000 S. 2nd Street, Gallup, New Mexico 87301",http://www.amigotoyota.com,Gallup,NM,McKinley County,NA,http://www.amigotoyota.com/VehicleSearchResults?search=new,NA
87402,Webb Chevrolet-Toyota,"3701 E. Main Street, Farmington, New Mexico 87402",http://www.webbtoyota.com,Farmington,NM,San Juan County,NA,http://www.webbtoyota.com/VehicleSearchResults?search=new,NA
87505,Toyota of Santa Fe,"1500 St. Michaels Drive, Santa Fe, New Mexico 87505",http://www.toyotaofsantafe.com,Santa Fe,NM,Santa Fe County,NA,http://www.toyotaofsantafe.com/searchnew.aspx,NA
88005,Vescovo Toyota of Las Cruces,"935 South Valley Drive, Las Cruces, New Mexico 88005",http://www.vescovotoyota.com,Las Cruces,NM,Dona Ana County,NA,http://www.vescovotoyota.com/inventory/view/New/,NA
88061,Lawley Toyota,"2750 Highway 180 E., Silver City, New Mexico 88061",http://www.lawleytoyota.com,Silver City,NM,Grant County,NA,http://www.lawleytoyota.com/new-inventory,NA
88101,Watson Toyota,"600 W. 7th Street, Clovis, New Mexico 88101",http://www.watsontoyota.com,Clovis,NM,Curry County,NA,http://www.watsontoyota.com/inventory.aspx,NA
88201,Roswell Toyota,"2211 West Second Street, Roswell, New Mexico 88201",http://www.roswelltoyota.com,Roswell,NM,Chaves County,NA,http://www.roswelltoyota.com/inventory/newsearch/new/,NA
88240,Permian Toyota,"3500 North Grimes Street, Hobbs, New Mexico 88240",http://www.permiantoyota.com,Hobbs,NM,Lea County,NA,http://www.permiantoyota.com/inventory/newsearch/New/,NA
88310,Desert Sun Toyota,"3333 N. White Sands Blvd., Alamogordo, New Mexico 88310",http://www.desertsuntoyota.com,Alamogordo,NM,Otero County,NA,http://www.desertsuntoyota.com/inventory/newsearch/new/body/truck/,NA
89011,Findlay Toyota and Scion,"7733 Eastgate Road, Henderson, Nevada 89011",http://www.findlaytoyota.com,Henderson,NV,Clark County,NA,http://findlaytoyota.com/new-inventory/,NA
89104,David Wilson's Toyota and Scion of Las Vegas,"3255 East Sahara Avenue, Las Vegas, Nevada 89104",http://www.dwtoyotalasvegas.com,Las Vegas,NV,Clark County,NA,http://www.dwtoyotalasvegas.com/new-inventory/index.htm,NA
89146,AutoNation Toyota Scion Las Vegas,"6300 West Sahara Avenue, Las Vegas, Nevada 89146",http://www.autonationtoyotalasvegas.com,Las Vegas,NV,Clark County,NA,http://www.autonationtoyotalasvegas.com/VehicleSearchResults?search=new,NA
89149,Centennial Toyota and Scion,"6551 Centennial Cnter Blv, Las Vegas, Nevada 89149",http://www.centennialtoyota.com,Las Vegas,NV,Clark County,NA,http://www.centennialtoyota.com/new-toyota-inventory.php,NA
89406,Fallon Auto Mall,"1351 W. Williams Avenue, Fallon, Nevada 89406",http://www.Fallontoyota.com,Fallon,NV,Churchill County,NA,http://www.fallontoyota.com/Inventory/view/Make/Toyota/Model/RAV4/New/,NA
89502,Dolan Toyota Scion,"2100 Kietzke Lane, Reno, Nevada 89502",http://www.dolanrenotoyota.com,Reno,NV,Washoe County,NA,NA,NA
89701,Carson City Toyota and Scion,"2590 South Carson Street, Carson City, Nevada 89701",http://www.carsoncitytoyota.com,Carson City,NV,Carson City,NA,http://www.carsoncitytoyota.com/search/new/tp/,NA
89801,Elko Toyota,"1585 Lamoille Hwy., Elko, Nevada 89801",,Elko,NV,Elko County,NA,http://www.edmunds.com/new-vehicles/,NA
90015,Toyota of Downtown L.A.,"1600 S Figueroa, Los Angeles, California 90015",http://www.toyotaofdowntownla.com,Los Angeles,CA,Los Angeles County,NA,http://www.toyotaofdowntownla.com/new-inventory/,NA
90028,Toyota of Hollywood,"6000 Hollywood Blvd., Los Angeles, California 90028",http://www.hollywoodtoyota.com,Los Angeles,CA,Los Angeles County,NA,http://www.hollywoodtoyota.com/search/New+t,NA
90232,Culver City Toyota,"9077 Washington Blvd., Culver City, California 90232",http://www.culvercitytoyota.com,Culver City,CA,Los Angeles County,NA,http://www.culvercitytoyota.com/new-inventory/?,NA
90241,Penske Toyota of Downey,"9136 E. Firestone Blvd, Downey, California 90241",http://www.pensketoyotadowney.com,Downey,CA,Los Angeles County,NA,http://www.pensketoyotadowney.com/VehicleSearchResults?search=new,NA
90248,South Bay Toyota,"18416 S. Western Avenue, Gardena, California 90248",http://www.southbaytoyota.com,Gardena,CA,Los Angeles County,NA,http://www.southbaytoyota.com/inventory/new-vehicles,NA
90266,Manhattan Beach Toyota,"1500 N. Sepulveda Blvd, Manhattan Beach, California 90266",http://www.manhattanbeachtoyota.com,Manhattan Beach,CA,Los Angeles County,NA,http://www.manhattanbeachtoyota.com/new-inventory/new-cars-in-manhattan-beach.htm,NA
90292,Marina Del Rey Toyota,"4636 Lincoln Boulevard, Marina Del Rey, California 90292",http://www.marinadelreytoyota.com,Marina Del Rey,CA,Los Angeles County,NA,http://www.marinadelreytoyota.com/vehicle/search/new/,NA
90401,Toyota Santa Monica,"801 Santa Monica Blvd., Santa Monica, California 90401",http://www.toyotasantamonica.com,Santa Monica,CA,Los Angeles County,NA,http://www.toyotasantamonica.com/searchnew.aspx,NA
90505,DCH Toyota of Torrance,"2909 Pacific Coast Hwy, Torrance, California 90505",http://www.torrancetoyota.com,Torrance,CA,Los Angeles County,NA,http://www.torrancetoyota.com/new-inventory/index.htm,NA
90605,Toyota of Whittier,"14577 East Whittier Blvd., Whittier, California 90605",http://www.toyotaofwhittier.com,Whittier,CA,Los Angeles County,NA,http://www.toyotaofwhittier.com/searchnew.aspx,NA
90621,AutoNation Toyota Buena Park,"6400 Beach Blvd., Buena Park, California 90621",http://www.autonationtoyotabuenapark.com,Buena Park,CA,Orange County,NA,http://www.autonationtoyotabuenapark.com/VehicleSearchResults?search=new,NA
90650,Norwalk Toyota,"11404 E Imperial Highway, Norwalk, California 90650",http://www.norwalktoyota.com,Norwalk,CA,Los Angeles County,NA,http://www.norwalktoyota.com/search/New+Toyota+tm,NA
90703,AutoNation Toyota Cerritos,"18700 Studebaker Road, Cerritos, California 90703",http://www.autonationtoyotacerritos.com,Cerritos,CA,Los Angeles County,NA,http://www.autonationtoyotacerritos.com/VehicleSearchResults?search=new,NA
90745,Carson Toyota,"1333 E 223rd St, Carson, California 90745",http://www.carsontoyota.com,Carson,CA,Los Angeles County,NA,http://www.carsontoyota.com/search/new/tp/,NA
90804,Hooman Toyota of Long Beach,"4401 E Pacific Coast Hwy, Long Beach, California 90804",http://www.Hoomantoyota.com,Long Beach,CA,Los Angeles County,NA,http://www.hoomantoyota.com/search/New+Toyota+tm,NA
90806,Cabe Toyota,"2895 Long Beach Blvd., Long Beach, California 90806",http://www.cabetoyota.com,Long Beach,CA,Los Angeles County,NA,http://www.cabetoyota.com/new-inventory/?,NA
91107,Toyota of Pasadena,"3600 E. Foothill Blvd., Pasadena, California 91107",http://www.toyotaofpasadena.com,Pasadena,CA,Los Angeles County,NA,http://www.toyotaofpasadena.com/VehicleSearchResults?search=new,NA
91204,Toyota of Glendale,"1260 South Brand Blvd., Glendale, California 91204",http://www.toyotaofglendale.com,Glendale,CA,Los Angeles County,NA,http://www.toyotaofglendale.com/new-inventory/index.htm,NA
91214,Bob Smith Toyota,"3333 Foothill Blvd., La Crescenta, California 91214",http://www.bobsmithtoyota.com,La Crescenta,CA,Los Angeles County,NA,http://www.bobsmithtoyota.com/new-inventory/index.htm,NA
91324,Northridge Toyota,"19550 Nordhoff Street, Northridge, California 91324",http://www.northridgetoyota.com,Northridge,CA,Los Angeles County,NA,http://www.northridgetoyota.com/inventory,NA
91345,Hamer Toyota,"11069 Sepulveda Blvd, Mission Hills, California 91345",http://www.hamertoyota.com,Mission Hills,CA,Los Angeles County,NA,http://www.hamertoyota.com/new-inventory/index.htm,NA
91355,Frontier Toyota,"23621 Creekside Road, Valencia, California 91355",http://www.frontiertoyota.com,Valencia,CA,Los Angeles County,NA,http://www.frontiertoyota.com/search/New+Toyota+tm,NA
91362,Thousand Oaks Toyota,"2401 Thousand Oaks Blvd, Thousand Oaks, California 91362",http://www.totoyota.com,Thousand Oaks,CA,Ventura County,NA,http://totoyota.com/New-Inventory-2.aspx,NA
91401,Keyes Toyota,"5855 Van Nuys Blvd, Van Nuys, California 91401",http://www.keyestoyota.com,Van Nuys,CA,Los Angeles County,NA,http://www.keyestoyota.com/new-inventory/,NA
91602,Toyota of North Hollywood,"4606 Lankershim Boulevard, North Hollywood, California 91602",http://www.northhollywoodtoyota.com,North Hollywood,CA,Los Angeles County,NA,http://www.northhollywoodtoyota.com/new-toyota/search-new-toyota/,NA
91711,Claremont Toyota,"601 Auto Center Drive, Claremont, California 91711",http://www.claremonttoyota.com,Claremont,CA,Los Angeles County,NA,http://www.claremonttoyota.com/inventory,NA
91731,Longo Toyota,"3534 North Peck Road, El Monte, California 91731",http://www.longotoyota.com,El Monte,CA,Los Angeles County,NA,http://www.longotoyota.com/new-inventory/,NA
91740,Toyota of Glendora,"1949 Auto Centre Drive, Glendora, California 91740",http://www.toyotaofglendora.com,Glendora,CA,Los Angeles County,NA,http://www.toyotaofglendora.com/new-inventory/,NA
91748,Puente Hills Toyota,"17070 Gale Avenue, City Of Industry, California 91748",http://www.puentehillstoyota.com,Rowland Heights,CA,Los Angeles County,NA,http://puentehillstoyota.com/inventory/newsearch/New/Make/Toyota/,NA
91761,John Elway's Crown Toyota,"1201 Kettering Drive, Ontario, California 91761",http://www.crowntoyota.com,Ontario,CA,San Bernardino County,NA,http://www.crowntoyota.com/new-inventory/index.htm,NA
91791,Toyota of West Covina,"1800 E Garvey Avenue, West Covina, California 91791",http://www.toyotawestcovina.com,West Covina,CA,Los Angeles County,NA,http://www.toyotawestcovina.com/VehicleSearchResults?search=new,NA
91801,Wondries Toyota,"1543 West Main Street, Alhambra, California 91801",http://www.wondriestoyota.com,Alhambra,CA,Los Angeles County,NA,http://wondriestoyota.com/NewToyotaCars.aspx,NA
91911,Toyota Chula Vista,"650 Main Street, Chula Vista, California 91911",http://www.toyotachulavista.com,Chula Vista,CA,San Diego County,NA,http://www.toyotachulavista.com/new-cars,NA
91945,Bob Baker Toyota - Lemon Grove,"6800 Federal Boulevard, Lemon Grove, California 91945",http://www.bobbakertoyota.com,Lemon Grove,CA,San Diego County,NA,http://www.bobbakertoyota.com/new-inventory/index.htm,NA
91950,Frank Toyota,"2400 National City Blvd, National City, California 91950",http://www.franktoyota.com,National City,CA,San Diego County,NA,http://www.franktoyota.com/used-inventory/new-inventory/,NA
92008,Toyota Carlsbad,"5424 Paseo Del Norte, Carlsbad, California 92008",http://www.toyotacarlsbad.com,Carlsbad,CA,San Diego County,NA,http://www.toyotacarlsbad.com/searchnew.aspx,NA
92020,Toyota of El Cajon,"965 Arnele Avenue, El Cajon, California 92020",http://www.toyotaofelcajon.com,El Cajon,CA,San Diego County,NA,http://www.toyotaofelcajon.com/search/New+t,NA
92026,Toyota of Escondido,"231 Lincoln Parkway, Escondido, California 92026",http://www.toyotaescondido.com,Escondido,CA,San Diego County,NA,http://www.toyotaescondido.com/inventory/new/,NA
92064,Toyota of Poway,"13631 Poway Road, Poway, California 92064",http://www.toyotaofpoway.com,Poway,CA,San Diego County,NA,http://www.toyotaofpoway.com/VehicleSearchResults?search=new,NA
92109,Mossy Toyota,"4555 Mission Bay Drive, San Diego, California 92109",http://www.mossytoyota.com,San Diego,CA,San Diego County,NA,http://www.mossytoyota.com/searchnew.aspx,NA
92111,Kearny Mesa Toyota,"4910 Kearny Mesa Road, San Diego, California 92111",http://www.kmtoyota.com,San Diego,CA,San Diego County,NA,http://www.kmtoyota.com/new-cars.aspx,NA
92120,Toyota San Diego,"5910 Mission Gorge Road, San Diego, California 92120",http://www.toyotasandiego.com,San Diego,CA,San Diego County,NA,http://www.toyotasandiego.com/searchnew.aspx,NA
92203,I-10 Toyota,"78-980 Varner Road, Indio, California 92203",http://www.I-10toyota.com,Indio,CA,Riverside County,NA,http://www.i-10toyota.com/NewToyotaCars,NA
92234,Toyota of The Desert,"68105 Kyle Road, Cathedral City, California 92234",http://www.toyotaofthedesert.com,Cathedral City,CA,Riverside County,NA,http://www.toyotaofthedesert.com/new-inventory/index.htm,NA
92251,Rogers & Rogers Toyota,"2351 Highway 86, Imperial, California 92251",http://www.rogersandrogerstoyota.com,Imperial,CA,Imperial County,NA,http://www.rogersandrogerstoyota.com/new-inventory/,NA
92311,Mojave Toyota of Barstow,"631 W  Main St, Barstow, California 92311",http://www.mojavetoyotaofbarstow.com,Barstow,CA,San Bernardino County,NA,http://www.mojavetoyotaofbarstow.com/new-inventory/index.htm,NA
92373,Toyota of Redlands,"921 New York Street, Redlands, California 92373",http://www.toyotaofredlands.com,Redlands,CA,San Bernardino County,NA,http://www.toyotaofredlands.com/new-inventory/,NA
92392,Valley-Hi Toyota,"14612 Valley Center Drive, Victorville, California 92392",http://www.valleyhitoyota.com,Victorville,CA,San Bernardino County,NA,http://www.valleyhitoyota.com/new-inventory/index.htm,NA
92408,Toyota of San Bernardino,"765 Showcase Drive North, San Bernardino, California 92408",http://www.toyotasb.com,San Bernardino,CA,San Bernardino County,NA,http://www.toyotasb.com/new-inventory/index.htm,NA
92504,Toyota of Riverside,"7870 Indiana Avenue, Riverside, California 92504",http://www.toyotaofriverside.com,Riverside,CA,Riverside County,NA,http://www.toyotaofriverside.com/vehicle/search/new/,NA
92545,Gosch Toyota,"450 Carriage Circle, Hemet, California 92545",http://www.goschtoyota.com,Hemet,CA,Riverside County,NA,http://www.goschtoyota.com/new-cars/,NA
92555,Moss Bros. Toyota,"12630 Motor Way, Moreno Valley, California 92555",http://www.mossbrostoyotamorenovalley.com,Moreno Valley,CA,Riverside County,NA,http://www.mossbrostoyotamorenovalley.com/new-inventory/index.htm,NA
92591,Temecula Valley Toyota,"26631 Ynez Road, Temecula, California 92591",http://www.tvtoyota.com,Temecula,CA,Riverside County,NA,http://www.tvtoyota.com/new-inventory/index.htm,NA
92618,AutoNation Toyota Irvine,"9101 Research Drive, Irvine, California 92618",http://www.autonationtoyotairvine.com,Irvine,CA,Orange County,NA,http://www.autonationtoyotairvine.com/VehicleSearchResults?search=new,NA
92627,South Coast Toyota,"1966 Harbor Blvd., Costa Mesa, California 92627",http://www.southcoasttoyota.com,Costa Mesa,CA,Orange County,NA,http://www.southcoasttoyota.com/new-vehicles/,NA
92648,Toyota of Huntington Beach,"18881 Beach Blvd., Huntington Beach, California 92648",http://www.toyotaofhb.com,Huntington Beach,CA,Orange County,NA,http://www.toyotaofhb.com/search/new/tp/,NA
92675,Capistrano Toyota,"33395 Camino Capistrano, San Juan Capistrano, California 92675",http://www.capistranotoyotacars.com,San Juan Capistrano,CA,Orange County,NA,NA,NA
92683,Elmore Toyota,"15300 Beach Boulevard, Westminster, California 92683",http://www.elmoretoyota.com,Westminster,CA,Orange County,NA,http://www.elmoretoyota.com/new-toyota-westminster-ca,NA
92688,Santa Margarita Toyota,"22722 Avenida Empresa, Rancho Santa Margarita, California 92688",http://www.santamargaritatoyota.com,Rancho Santa Margarita,CA,Orange County,NA,NA,NA
92782,Tustin Toyota,"36 Auto Center Drive, Tustin, California 92782",http://www.tustintoyota.com,Tustin,CA,Orange County,NA,http://www.tustintoyota.com/new-inventory/index.htm,NA
92801,Miller Toyota of Anaheim,"1331 N. Euclid Street, Anaheim, California 92801",http://www.millertoyotaofanaheim.com,Anaheim,CA,Orange County,NA,http://www.millertoyotaofanaheim.com/new-inventory/index.htm,NA
92844,Toyota Place,"9670 Trask Avenue, Garden Grove, California 92844",http://www.toyotaplace.com,Garden Grove,CA,Orange County,NA,http://www.toyotaplace.com/vehicle/search/new/,NA
92867,Toyota of Orange,"1400 N Tustin, Orange, California 92867",http://www.toyotaoforange.com,Orange,CA,Orange County,NA,http://www.toyotaoforange.com/new-inventory/,NA
92882,Larry H. Miller Toyota Corona,"1700 West 6th Street, Corona, California 92882",http://www.lhmtoyotacorona.com,Corona,CA,Riverside County,NA,NA,NA
93003,Ventura Toyota,"6360 Auto Center Drive, Ventura, California 93003",http://www.venturatoyota.com,Ventura,CA,Ventura County,NA,http://www.venturatoyota.com/inventory/view/New/,NA
93030,DCH Toyota of Oxnard,"1631 Auto Center Drive, Oxnard, California 93030",http://www.toyotaofoxnard.com,Oxnard,CA,Ventura County,NA,http://www.toyotaofoxnard.com/new-inventory/?,NA
93065,DCH Toyota of Simi Valley,"2380 First Street, Simi Valley, California 93065",http://www.toyotasimivalley.com,Simi Valley,CA,Ventura County,NA,http://www.toyotasimivalley.com/new-inventory/?,NA
93117,Toyota of Santa Barbara,"5611 Hollister Avenue, Goleta, California 93117",http://www.toyotaofsantabarbara.com,Goleta,CA,Santa Barbara County,NA,http://www.toyotaofsantabarbara.com/inventory/newsearch/New/,NA
93230,Freeway Toyota of Hanford,"1835 Glendale Avenue, Hanford, California 93230",http://www.freewaytoyota.com,Hanford,CA,Kings County,NA,http://www.freewaytoyota.com/new-inventory/index.htm,NA
93292,Visalia Toyota,"922 S. Ben Maddox Way, Visalia, California 93292",http://www.visaliatoyota.com,Visalia,CA,Tulare County,NA,http://www.visaliatoyota.com/NewToyotaCars,NA
93308,North Bakersfield Toyota,"19651 Industry Prkwy Dr., Bakersfield, California 93308",http://www.northbakersfieldtoyota.com,Bakersfield,CA,Kern County,NA,http://www.northbakersfieldtoyota.com/new-inventory/?,NA
93313,Bill Wright Toyota,"5100 Gasoline Alley Drive, Bakersfield, California 93313",http://www.billwrighttoyota.com,Bakersfield,CA,Kern County,NA,NA,NA
