Name,Adress,Zipcode,City,GeoLatitude,GeoLongtitude,Website
smart center Lynnfield,"385 Broadway, Lynnfield, MA 01940, United States",5544,Andover,42.511989,-71.005501,http://www.smartcenterlynnfield.com/
smart center Boston,"259 McGrath Highway, Somerville, MA 02145, United States",5544,Andover,42.378477,-71.088571,http://www.smartcenterboston.com/
