Name,Adress,Zipcode,City,GeoLatitude,GeoLongtitude,Website
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1086,Westfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1086,Westfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Deals 4 Wheels,"115 Springfield Road, Westfield, MA 01085, United States",1086,Westfield,42.109598,-72.708695,http://www.deals4wheelsinc.com/
Burke Chevrolet,"200 North King Street, Northampton, MA 01060, United States",1088,West Hatfield,42.343032,-72.643071,http://www.burkechevy.com/
Burke Chevrolet Automotive Dealership and Service,"200 North King Street, Northampton, MA 01060, United States",1088,West Hatfield,42.343222,-72.642776,http://www.burkechevy.com/
Classic Chevrolet,"40 Dickinson Street, Amherst, MA 01002, United States",1088,West Hatfield,42.374168,-72.512918,http://www.classicchevyauto.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1089,West Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1089,West Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1089,West Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1089,West Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1090,West Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1090,West Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1090,West Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1090,West Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Bertera Chevrolet Inc,"1187 Thorndike Street, Palmer, MA 01069, United States",1092,West Warren,42.172781,-72.323086,http://berterachevy.com/
Classic Chevrolet,"40 Dickinson Street, Amherst, MA 01002, United States",1093,Whately,42.374168,-72.512918,http://www.classicchevyauto.com/
Bertera Chevrolet Inc,"1187 Thorndike Street, Palmer, MA 01069, United States",1095,Wilbraham,42.172781,-72.323086,http://berterachevy.com/
Burke Chevrolet,"200 North King Street, Northampton, MA 01060, United States",1096,Williamsburg,42.343032,-72.643071,http://www.burkechevy.com/
Burke Chevrolet Automotive Dealership and Service,"200 North King Street, Northampton, MA 01060, United States",1096,Williamsburg,42.343222,-72.642776,http://www.burkechevy.com/
Deals 4 Wheels,"115 Springfield Road, Westfield, MA 01085, United States",1097,Woronoco,42.109598,-72.708695,http://www.deals4wheelsinc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1101,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1101,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1101,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1101,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1102,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1102,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1102,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1102,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1103,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1103,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1103,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1103,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1104,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1104,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1104,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1104,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1105,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1105,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1105,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1105,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1106,Longmeadow,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1106,Longmeadow,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1106,Longmeadow,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1106,Longmeadow,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1107,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1107,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1107,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1107,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1108,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
Central Chevrolet,"675 Memorial Avenue, West Springfield, MA 01089, United States",1108,Springfield,42.095763,-72.608322,http://www.centralchevyauto.com/
Bertera Dodge Chrysler Jeep,"01085, 167 Springfield Road, Westfield, MA 01085, United States",1108,Springfield,42.107575,-72.705203,http://www.berteradodge.com/
Bertera Collision Repair Center,"160 Westfield Street, West Springfield, MA 01089, United States",1108,Springfield,42.106998,-72.626752,http://www.berterachryslerjeep.com/west-springfield-collision-repair-by-bertera.htm
Balise Chevrolet Buick GMC,"440 Hall of Fame Avenue, Springfield, MA 01105, United States",1109,Springfield,42.087323,-72.58161,http://www.balisechevybuickgmc.com/
